stop,lap,milliseconds,year,round,gp_name,date,driverRef,number,code,forename,surname,nationality,circuitRef,track_name,location,country,alt
1,1,87084,2016,13,Belgian Grand Prix,28/08/16,raikkonen,7,RAI,Kimi,Räikkönen,Finnish,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
1,2,22484,2016,13,Belgian Grand Prix,28/08/16,massa,19,MAS,Felipe,Massa,Brazilian,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
1,6,23564,2016,13,Belgian Grand Prix,28/08/16,hulkenberg,27,HUL,Nico,Hülkenberg,German,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
2,5,23061,2016,13,Belgian Grand Prix,28/08/16,raikkonen,7,RAI,Kimi,Räikkönen,Finnish,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
1,6,23783,2016,13,Belgian Grand Prix,28/08/16,perez,11,PER,Sergio,Pérez,Mexican,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
1,6,23705,2016,13,Belgian Grand Prix,28/08/16,grosjean,8,GRO,Romain,Grosjean,French,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
1,6,22698,2016,13,Belgian Grand Prix,28/08/16,jolyon_palmer,30,PAL,Jolyon,Palmer,British,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
1,6,28718,2016,13,Belgian Grand Prix,28/08/16,ocon,31,OCO,Esteban,Ocon,French,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
1,7,22190,2016,13,Belgian Grand Prix,28/08/16,bottas,77,BOT,Valtteri,Bottas,Finnish,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
1,7,23486,2016,13,Belgian Grand Prix,28/08/16,gutierrez,21,GUT,Esteban,Gutiérrez,Mexican,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
1,9,996150,2016,13,Belgian Grand Prix,28/08/16,rosberg,6,ROS,Nico,Rosberg,German,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
1,9,998401,2016,13,Belgian Grand Prix,28/08/16,ricciardo,3,RIC,Daniel,Ricciardo,Australian,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
2,9,998468,2016,13,Belgian Grand Prix,28/08/16,hulkenberg,27,HUL,Nico,Hülkenberg,German,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
1,9,998234,2016,13,Belgian Grand Prix,28/08/16,alonso,14,ALO,Fernando,Alonso,Spanish,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
1,9,1000478,2016,13,Belgian Grand Prix,28/08/16,hamilton,44,HAM,Lewis,Hamilton,British,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
2,9,1000664,2016,13,Belgian Grand Prix,28/08/16,massa,19,MAS,Felipe,Massa,Brazilian,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
2,9,1000284,2016,13,Belgian Grand Prix,28/08/16,perez,11,PER,Sergio,Pérez,Mexican,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
1,9,1000466,2016,13,Belgian Grand Prix,28/08/16,kvyat,26,KVY,Daniil,Kvyat,Russian,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
2,9,1000234,2016,13,Belgian Grand Prix,28/08/16,jolyon_palmer,30,PAL,Jolyon,Palmer,British,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
2,9,999366,2016,13,Belgian Grand Prix,28/08/16,grosjean,8,GRO,Romain,Grosjean,French,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
2,9,998511,2016,13,Belgian Grand Prix,28/08/16,vettel,5,VET,Sebastian,Vettel,German,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
2,9,998328,2016,13,Belgian Grand Prix,28/08/16,bottas,77,BOT,Valtteri,Bottas,Finnish,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
2,9,998622,2016,13,Belgian Grand Prix,28/08/16,gutierrez,21,GUT,Esteban,Gutiérrez,Mexican,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
2,9,998546,2016,13,Belgian Grand Prix,28/08/16,max_verstappen,33,VER,Max,Verstappen,Dutch,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
2,9,1000980,2016,13,Belgian Grand Prix,28/08/16,ocon,31,OCO,Esteban,Ocon,French,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
2,9,1001198,2016,13,Belgian Grand Prix,28/08/16,nasr,12,NAS,Felipe,Nasr,Brazilian,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
3,9,943158,2016,13,Belgian Grand Prix,28/08/16,raikkonen,7,RAI,Kimi,Räikkönen,Finnish,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
3,16,23231,2016,13,Belgian Grand Prix,28/08/16,max_verstappen,33,VER,Max,Verstappen,Dutch,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
2,21,24343,2016,13,Belgian Grand Prix,28/08/16,hamilton,44,HAM,Lewis,Hamilton,British,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
2,21,23359,2016,13,Belgian Grand Prix,28/08/16,kvyat,26,KVY,Daniil,Kvyat,Russian,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
3,22,22515,2016,13,Belgian Grand Prix,28/08/16,massa,19,MAS,Felipe,Massa,Brazilian,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
3,22,23561,2016,13,Belgian Grand Prix,28/08/16,gutierrez,21,GUT,Esteban,Gutiérrez,Mexican,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
3,22,23333,2016,13,Belgian Grand Prix,28/08/16,jolyon_palmer,30,PAL,Jolyon,Palmer,British,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
3,23,24015,2016,13,Belgian Grand Prix,28/08/16,hulkenberg,27,HUL,Nico,Hülkenberg,German,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
2,23,22451,2016,13,Belgian Grand Prix,28/08/16,alonso,14,ALO,Fernando,Alonso,Spanish,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
3,23,22762,2016,13,Belgian Grand Prix,28/08/16,vettel,5,VET,Sebastian,Vettel,German,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
3,23,22318,2016,13,Belgian Grand Prix,28/08/16,bottas,77,BOT,Valtteri,Bottas,Finnish,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
3,23,23107,2016,13,Belgian Grand Prix,28/08/16,grosjean,8,GRO,Romain,Grosjean,French,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
3,23,30238,2016,13,Belgian Grand Prix,28/08/16,nasr,12,NAS,Felipe,Nasr,Brazilian,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
3,24,22652,2016,13,Belgian Grand Prix,28/08/16,perez,11,PER,Sergio,Pérez,Mexican,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
4,24,23056,2016,13,Belgian Grand Prix,28/08/16,raikkonen,7,RAI,Kimi,Räikkönen,Finnish,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
3,24,24208,2016,13,Belgian Grand Prix,28/08/16,ocon,31,OCO,Esteban,Ocon,French,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
2,25,22531,2016,13,Belgian Grand Prix,28/08/16,ricciardo,3,RIC,Daniel,Ricciardo,Australian,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
2,26,22596,2016,13,Belgian Grand Prix,28/08/16,rosberg,6,ROS,Nico,Rosberg,German,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
4,27,22727,2016,13,Belgian Grand Prix,28/08/16,max_verstappen,33,VER,Max,Verstappen,Dutch,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
3,32,22432,2016,13,Belgian Grand Prix,28/08/16,hamilton,44,HAM,Lewis,Hamilton,British,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
4,34,22578,2016,13,Belgian Grand Prix,28/08/16,jolyon_palmer,30,PAL,Jolyon,Palmer,British,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
3,35,23363,2016,13,Belgian Grand Prix,28/08/16,kvyat,26,KVY,Daniil,Kvyat,Russian,spa,Circuit de Spa-Francorchamps,Spa,Belgium,401
1,2,33275,2016,14,Italian Grand Prix,04/09/16,jolyon_palmer,30,PAL,Jolyon,Palmer,British,monza,Autodromo Nazionale di Monza,Monza,Italy,162
1,2,27786,2016,14,Italian Grand Prix,04/09/16,nasr,12,NAS,Felipe,Nasr,Brazilian,monza,Autodromo Nazionale di Monza,Monza,Italy,162
2,4,810454,2016,14,Italian Grand Prix,04/09/16,nasr,12,NAS,Felipe,Nasr,Brazilian,monza,Autodromo Nazionale di Monza,Monza,Italy,162
1,13,24161,2016,14,Italian Grand Prix,04/09/16,bottas,77,BOT,Valtteri,Bottas,Finnish,monza,Autodromo Nazionale di Monza,Monza,Italy,162
1,13,24610,2016,14,Italian Grand Prix,04/09/16,max_verstappen,33,VER,Max,Verstappen,Dutch,monza,Autodromo Nazionale di Monza,Monza,Italy,162
1,13,26843,2016,14,Italian Grand Prix,04/09/16,alonso,14,ALO,Fernando,Alonso,Spanish,monza,Autodromo Nazionale di Monza,Monza,Italy,162
1,13,25183,2016,14,Italian Grand Prix,04/09/16,kvyat,26,KVY,Daniil,Kvyat,Russian,monza,Autodromo Nazionale di Monza,Monza,Italy,162
1,14,24043,2016,14,Italian Grand Prix,04/09/16,hulkenberg,27,HUL,Nico,Hülkenberg,German,monza,Autodromo Nazionale di Monza,Monza,Italy,162
1,14,24505,2016,14,Italian Grand Prix,04/09/16,kevin_magnussen,20,MAG,Kevin,Magnussen,Danish,monza,Autodromo Nazionale di Monza,Monza,Italy,162
1,15,24116,2016,14,Italian Grand Prix,04/09/16,raikkonen,7,RAI,Kimi,Räikkönen,Finnish,monza,Autodromo Nazionale di Monza,Monza,Italy,162
1,15,24537,2016,14,Italian Grand Prix,04/09/16,perez,11,PER,Sergio,Pérez,Mexican,monza,Autodromo Nazionale di Monza,Monza,Italy,162
1,15,26427,2016,14,Italian Grand Prix,04/09/16,button,22,BUT,Jenson,Button,British,monza,Autodromo Nazionale di Monza,Monza,Italy,162
3,5,36594,2016,14,Italian Grand Prix,04/09/16,nasr,12,NAS,Felipe,Nasr,Brazilian,monza,Autodromo Nazionale di Monza,Monza,Italy,162
1,16,25472,2016,14,Italian Grand Prix,04/09/16,vettel,5,VET,Sebastian,Vettel,German,monza,Autodromo Nazionale di Monza,Monza,Italy,162
1,16,23745,2016,14,Italian Grand Prix,04/09/16,ricciardo,3,RIC,Daniel,Ricciardo,Australian,monza,Autodromo Nazionale di Monza,Monza,Italy,162
1,16,23940,2016,14,Italian Grand Prix,04/09/16,massa,19,MAS,Felipe,Massa,Brazilian,monza,Autodromo Nazionale di Monza,Monza,Italy,162
1,16,25962,2016,14,Italian Grand Prix,04/09/16,wehrlein,94,WEH,Pascal,Wehrlein,German,monza,Autodromo Nazionale di Monza,Monza,Italy,162
1,16,25150,2016,14,Italian Grand Prix,04/09/16,gutierrez,21,GUT,Esteban,Gutiérrez,Mexican,monza,Autodromo Nazionale di Monza,Monza,Italy,162
1,23,25301,2016,14,Italian Grand Prix,04/09/16,sainz,55,SAI,Carlos,Sainz,Spanish,monza,Autodromo Nazionale di Monza,Monza,Italy,162
1,23,25145,2016,14,Italian Grand Prix,04/09/16,ericsson,9,ERI,Marcus,Ericsson,Swedish,monza,Autodromo Nazionale di Monza,Monza,Italy,162
1,24,25550,2016,14,Italian Grand Prix,04/09/16,rosberg,6,ROS,Nico,Rosberg,German,monza,Autodromo Nazionale di Monza,Monza,Italy,162
1,25,23633,2016,14,Italian Grand Prix,04/09/16,hamilton,44,HAM,Lewis,Hamilton,British,monza,Autodromo Nazionale di Monza,Monza,Italy,162
2,28,24033,2016,14,Italian Grand Prix,04/09/16,perez,11,PER,Sergio,Pérez,Mexican,monza,Autodromo Nazionale di Monza,Monza,Italy,162
1,28,25340,2016,14,Italian Grand Prix,04/09/16,grosjean,8,GRO,Romain,Grosjean,French,monza,Autodromo Nazionale di Monza,Monza,Italy,162
2,30,23899,2016,14,Italian Grand Prix,04/09/16,bottas,77,BOT,Valtteri,Bottas,Finnish,monza,Autodromo Nazionale di Monza,Monza,Italy,162
2,30,23757,2016,14,Italian Grand Prix,04/09/16,kevin_magnussen,20,MAG,Kevin,Magnussen,Danish,monza,Autodromo Nazionale di Monza,Monza,Italy,162
2,33,25033,2016,14,Italian Grand Prix,04/09/16,vettel,5,VET,Sebastian,Vettel,German,monza,Autodromo Nazionale di Monza,Monza,Italy,162
1,32,25539,2016,14,Italian Grand Prix,04/09/16,ocon,31,OCO,Esteban,Ocon,French,monza,Autodromo Nazionale di Monza,Monza,Italy,162
2,33,24553,2016,14,Italian Grand Prix,04/09/16,hulkenberg,27,HUL,Nico,Hülkenberg,German,monza,Autodromo Nazionale di Monza,Monza,Italy,162
2,33,23694,2016,14,Italian Grand Prix,04/09/16,alonso,14,ALO,Fernando,Alonso,Spanish,monza,Autodromo Nazionale di Monza,Monza,Italy,162
2,33,24363,2016,14,Italian Grand Prix,04/09/16,kvyat,26,KVY,Daniil,Kvyat,Russian,monza,Autodromo Nazionale di Monza,Monza,Italy,162
2,34,24279,2016,14,Italian Grand Prix,04/09/16,raikkonen,7,RAI,Kimi,Räikkönen,Finnish,monza,Autodromo Nazionale di Monza,Monza,Italy,162
2,34,25515,2016,14,Italian Grand Prix,04/09/16,gutierrez,21,GUT,Esteban,Gutiérrez,Mexican,monza,Autodromo Nazionale di Monza,Monza,Italy,162
2,35,23827,2016,14,Italian Grand Prix,04/09/16,max_verstappen,33,VER,Max,Verstappen,Dutch,monza,Autodromo Nazionale di Monza,Monza,Italy,162
2,36,23822,2016,14,Italian Grand Prix,04/09/16,massa,19,MAS,Felipe,Massa,Brazilian,monza,Autodromo Nazionale di Monza,Monza,Italy,162
2,37,23633,2016,14,Italian Grand Prix,04/09/16,ricciardo,3,RIC,Daniel,Ricciardo,Australian,monza,Autodromo Nazionale di Monza,Monza,Italy,162
2,38,24418,2016,14,Italian Grand Prix,04/09/16,button,22,BUT,Jenson,Button,British,monza,Autodromo Nazionale di Monza,Monza,Italy,162
2,39,24341,2016,14,Italian Grand Prix,04/09/16,sainz,55,SAI,Carlos,Sainz,Spanish,monza,Autodromo Nazionale di Monza,Monza,Italy,162
3,49,24082,2016,14,Italian Grand Prix,04/09/16,alonso,14,ALO,Fernando,Alonso,Spanish,monza,Autodromo Nazionale di Monza,Monza,Italy,162
1,1,26350,2016,15,Singapore Grand Prix,18/09/16,rosberg,6,ROS,Nico,Rosberg,German,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
1,1,25925,2016,15,Singapore Grand Prix,18/09/16,ricciardo,3,RIC,Daniel,Ricciardo,Australian,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
1,1,24453,2016,15,Singapore Grand Prix,18/09/16,hamilton,44,HAM,Lewis,Hamilton,British,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
1,1,24874,2016,15,Singapore Grand Prix,18/09/16,raikkonen,7,RAI,Kimi,Räikkönen,Finnish,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
1,1,24649,2016,15,Singapore Grand Prix,18/09/16,alonso,14,ALO,Fernando,Alonso,Spanish,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
1,1,24584,2016,15,Singapore Grand Prix,18/09/16,kvyat,26,KVY,Daniil,Kvyat,Russian,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
1,1,25973,2016,15,Singapore Grand Prix,18/09/16,sainz,55,SAI,Carlos,Sainz,Spanish,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
1,1,25740,2016,15,Singapore Grand Prix,18/09/16,max_verstappen,33,VER,Max,Verstappen,Dutch,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
1,1,25929,2016,15,Singapore Grand Prix,18/09/16,massa,19,MAS,Felipe,Massa,Brazilian,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
1,1,25816,2016,15,Singapore Grand Prix,18/09/16,kevin_magnussen,20,MAG,Kevin,Magnussen,Danish,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
1,1,26135,2016,15,Singapore Grand Prix,18/09/16,ericsson,9,ERI,Marcus,Ericsson,Swedish,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
1,1,32821,2016,15,Singapore Grand Prix,18/09/16,perez,11,PER,Sergio,Pérez,Mexican,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
1,1,26519,2016,15,Singapore Grand Prix,18/09/16,gutierrez,21,GUT,Esteban,Gutiérrez,Mexican,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
1,1,42815,2016,15,Singapore Grand Prix,18/09/16,button,22,BUT,Jenson,Button,British,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
1,1,32709,2016,15,Singapore Grand Prix,18/09/16,bottas,77,BOT,Valtteri,Bottas,Finnish,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
1,1,24308,2016,15,Singapore Grand Prix,18/09/16,wehrlein,94,WEH,Pascal,Wehrlein,German,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
1,1,24343,2016,15,Singapore Grand Prix,18/09/16,ocon,31,OCO,Esteban,Ocon,French,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
1,1,25057,2016,15,Singapore Grand Prix,18/09/16,nasr,12,NAS,Felipe,Nasr,Brazilian,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
1,1,25211,2016,15,Singapore Grand Prix,18/09/16,jolyon_palmer,30,PAL,Jolyon,Palmer,British,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
1,1,24342,2016,15,Singapore Grand Prix,18/09/16,vettel,5,VET,Sebastian,Vettel,German,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
2,7,29846,2016,15,Singapore Grand Prix,18/09/16,sainz,55,SAI,Carlos,Sainz,Spanish,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
2,8,29706,2016,15,Singapore Grand Prix,18/09/16,ericsson,9,ERI,Marcus,Ericsson,Swedish,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
2,11,28847,2016,15,Singapore Grand Prix,18/09/16,jolyon_palmer,30,PAL,Jolyon,Palmer,British,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
2,13,28815,2016,15,Singapore Grand Prix,18/09/16,max_verstappen,33,VER,Max,Verstappen,Dutch,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
2,14,29401,2016,15,Singapore Grand Prix,18/09/16,alonso,14,ALO,Fernando,Alonso,Spanish,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
2,15,28890,2016,15,Singapore Grand Prix,18/09/16,ricciardo,3,RIC,Daniel,Ricciardo,Australian,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
2,15,29150,2016,15,Singapore Grand Prix,18/09/16,hamilton,44,HAM,Lewis,Hamilton,British,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
2,15,30301,2016,15,Singapore Grand Prix,18/09/16,kvyat,26,KVY,Daniil,Kvyat,Russian,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
2,15,28780,2016,15,Singapore Grand Prix,18/09/16,bottas,77,BOT,Valtteri,Bottas,Finnish,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
2,15,28998,2016,15,Singapore Grand Prix,18/09/16,button,22,BUT,Jenson,Button,British,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
2,16,30546,2016,15,Singapore Grand Prix,18/09/16,rosberg,6,ROS,Nico,Rosberg,German,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
2,16,28682,2016,15,Singapore Grand Prix,18/09/16,massa,19,MAS,Felipe,Massa,Brazilian,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
2,17,29041,2016,15,Singapore Grand Prix,18/09/16,raikkonen,7,RAI,Kimi,Räikkönen,Finnish,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
2,17,28759,2016,15,Singapore Grand Prix,18/09/16,kevin_magnussen,20,MAG,Kevin,Magnussen,Danish,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
2,17,30297,2016,15,Singapore Grand Prix,18/09/16,nasr,12,NAS,Felipe,Nasr,Brazilian,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
2,18,30307,2016,15,Singapore Grand Prix,18/09/16,gutierrez,21,GUT,Esteban,Gutiérrez,Mexican,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
2,18,30532,2016,15,Singapore Grand Prix,18/09/16,wehrlein,94,WEH,Pascal,Wehrlein,German,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
2,19,104383,2016,15,Singapore Grand Prix,18/09/16,ocon,31,OCO,Esteban,Ocon,French,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
2,24,28924,2016,15,Singapore Grand Prix,18/09/16,vettel,5,VET,Sebastian,Vettel,German,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
2,25,28742,2016,15,Singapore Grand Prix,18/09/16,perez,11,PER,Sergio,Pérez,Mexican,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
3,25,29468,2016,15,Singapore Grand Prix,18/09/16,ericsson,9,ERI,Marcus,Ericsson,Swedish,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
3,27,28948,2016,15,Singapore Grand Prix,18/09/16,max_verstappen,33,VER,Max,Verstappen,Dutch,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
3,27,29320,2016,15,Singapore Grand Prix,18/09/16,sainz,55,SAI,Carlos,Sainz,Spanish,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
3,27,29025,2016,15,Singapore Grand Prix,18/09/16,button,22,BUT,Jenson,Button,British,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
3,28,29578,2016,15,Singapore Grand Prix,18/09/16,massa,19,MAS,Felipe,Massa,Brazilian,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
3,30,28545,2016,15,Singapore Grand Prix,18/09/16,bottas,77,BOT,Valtteri,Bottas,Finnish,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
3,32,28921,2016,15,Singapore Grand Prix,18/09/16,ricciardo,3,RIC,Daniel,Ricciardo,Australian,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
3,33,28970,2016,15,Singapore Grand Prix,18/09/16,rosberg,6,ROS,Nico,Rosberg,German,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
4,32,63680,2016,15,Singapore Grand Prix,18/09/16,bottas,77,BOT,Valtteri,Bottas,Finnish,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
3,33,29135,2016,15,Singapore Grand Prix,18/09/16,raikkonen,7,RAI,Kimi,Räikkönen,Finnish,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
3,34,28421,2016,15,Singapore Grand Prix,18/09/16,hamilton,44,HAM,Lewis,Hamilton,British,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
3,34,30381,2016,15,Singapore Grand Prix,18/09/16,alonso,14,ALO,Fernando,Alonso,Spanish,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
3,34,28804,2016,15,Singapore Grand Prix,18/09/16,jolyon_palmer,30,PAL,Jolyon,Palmer,British,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
3,35,29537,2016,15,Singapore Grand Prix,18/09/16,nasr,12,NAS,Felipe,Nasr,Brazilian,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
3,34,30614,2016,15,Singapore Grand Prix,18/09/16,ocon,31,OCO,Esteban,Ocon,French,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
3,36,30160,2016,15,Singapore Grand Prix,18/09/16,gutierrez,21,GUT,Esteban,Gutiérrez,Mexican,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
3,36,30471,2016,15,Singapore Grand Prix,18/09/16,wehrlein,94,WEH,Pascal,Wehrlein,German,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
4,36,29680,2016,15,Singapore Grand Prix,18/09/16,ericsson,9,ERI,Marcus,Ericsson,Swedish,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
3,37,29205,2016,15,Singapore Grand Prix,18/09/16,kvyat,26,KVY,Daniil,Kvyat,Russian,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
3,38,29754,2016,15,Singapore Grand Prix,18/09/16,kevin_magnussen,20,MAG,Kevin,Magnussen,Danish,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
3,42,29391,2016,15,Singapore Grand Prix,18/09/16,vettel,5,VET,Sebastian,Vettel,German,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
4,43,29903,2016,15,Singapore Grand Prix,18/09/16,massa,19,MAS,Felipe,Massa,Brazilian,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
4,44,28854,2016,15,Singapore Grand Prix,18/09/16,max_verstappen,33,VER,Max,Verstappen,Dutch,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
4,45,28315,2016,15,Singapore Grand Prix,18/09/16,hamilton,44,HAM,Lewis,Hamilton,British,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
4,46,28954,2016,15,Singapore Grand Prix,18/09/16,raikkonen,7,RAI,Kimi,Räikkönen,Finnish,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
4,47,28662,2016,15,Singapore Grand Prix,18/09/16,ricciardo,3,RIC,Daniel,Ricciardo,Australian,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
4,45,42368,2016,15,Singapore Grand Prix,18/09/16,ocon,31,OCO,Esteban,Ocon,French,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
4,48,29377,2016,15,Singapore Grand Prix,18/09/16,sainz,55,SAI,Carlos,Sainz,Spanish,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,18
1,1,32413,2016,16,Malaysian Grand Prix,02/10/16,kvyat,26,KVY,Daniil,Kvyat,Russian,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,18
1,1,23528,2016,16,Malaysian Grand Prix,02/10/16,massa,19,MAS,Felipe,Massa,Brazilian,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,18
1,1,30679,2016,16,Malaysian Grand Prix,02/10/16,kevin_magnussen,20,MAG,Kevin,Magnussen,Danish,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,18
1,1,30782,2016,16,Malaysian Grand Prix,02/10/16,gutierrez,21,GUT,Esteban,Gutiérrez,Mexican,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,18
2,6,24425,2016,16,Malaysian Grand Prix,02/10/16,massa,19,MAS,Felipe,Massa,Brazilian,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,18
1,9,23935,2016,16,Malaysian Grand Prix,02/10/16,max_verstappen,33,VER,Max,Verstappen,Dutch,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,18
1,9,27024,2016,16,Malaysian Grand Prix,02/10/16,perez,11,PER,Sergio,Pérez,Mexican,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,18
1,9,24738,2016,16,Malaysian Grand Prix,02/10/16,button,22,BUT,Jenson,Button,British,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,18
